date,open,high,low,close,volume
2021-05-07,932.55,951.8,925.0,926.2,5419712.0
2021-05-10,939.0,949.95,931.15,945.4,5087341.0
2021-05-11,923.95,957.0,922.9,948.85,5732298.0
2021-05-12,942.0,950.55,914.0,916.65,5074561.0
2021-05-14,923.0,923.0,888.1,890.85,6169600.0
2021-05-17,897.1,959.9,897.1,956.45,10987165.0
2021-05-18,967.0,986.95,967.0,974.55,8715366.0
2021-05-19,965.0,978.6,961.2,967.0,4787294.0
2021-05-20,963.0,987.9,963.0,975.5,5835440.0
2021-05-21,985.0,1020.0,981.8,1016.0,12591860.0
2021-05-24,1018.9,1022.75,997.05,1004.75,5385688.0
2021-05-25,1012.0,1012.75,982.4,993.9,4583345.0
2021-05-26,998.85,1007.95,987.0,998.45,2972854.0
2021-05-27,995.3,1013.3,987.0,1006.85,4427518.0
2021-05-28,1014.5,1025.5,1003.0,1019.35,5388785.0
2021-05-31,1015.0,1020.4,1004.0,1013.0,2643491.0
2021-06-01,1016.0,1031.35,1006.0,1010.05,3766919.0
2021-06-02,1008.9,1030.0,1003.5,1028.0,4177378.0
2021-06-03,1031.0,1037.25,964.05,1005.75,14752885.0
2021-06-04,1012.2,1023.4,1004.0,1009.3,4323154.0
2021-06-07,1018.0,1032.65,1009.5,1025.2,3823401.0
2021-06-08,1025.0,1028.0,1005.6,1020.15,3141410.0
2021-06-09,1019.0,1035.7,997.25,1003.55,4767864.0
2021-06-10,1012.0,1028.6,1006.0,1024.35,2984339.0
2021-06-11,1028.0,1032.0,1012.1,1015.1,2679470.0
2021-06-14,1012.0,1028.0,993.75,1024.3,3982216.0
2021-06-15,1025.0,1050.0,1025.0,1034.45,6026006.0
2021-06-16,1030.0,1038.7,1010.35,1013.7,3325800.0
2021-06-17,1002.0,1021.8,968.0,984.05,6126591.0
2021-06-18,993.9,999.8,960.0,995.4,4895262.0
2021-06-21,977.0,1010.0,968.05,1007.55,3160990.0
2021-06-22,1015.9,1021.7,996.05,1000.1,4141759.0
2021-06-23,1009.0,1017.8,996.5,999.55,3975716.0
2021-06-24,1004.0,1008.0,996.2,1000.65,2285845.0
2021-06-25,997.0,1020.0,986.65,1012.9,3499315.0
