TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-12-17,2025-12-17,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,13550.00,13694.00,13550.00,13685.00,13685.00,13546.18,,13688.13,,,251,3424857.85,86,F1,1,,,,,
2025-12-17,2025-12-17,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,13915.57,13915.57,13638.58,13716.96,13661.00,13642.72,,13716.96,,,228,3142438.21,87,F1,1,,,,,
2025-12-17,2025-12-17,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,13817.00,13889.92,13643.06,13739.58,13725.00,13642.83,,13735.32,,,1073,14764976.02,117,F1,1,,,,,
2025-12-17,2025-12-17,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,13650.00,13990.00,13650.00,13768.83,13751.00,13639.22,,13768.83,,,414,5695332.37,67,F1,1,,,,,
2025-12-17,2025-12-17,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,13660.00,13786.01,13533.00,13697.52,13759.60,13670.07,,13697.52,,,432,5916339.33,111,F1,1,,,,,
2025-12-17,2025-12-17,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,13710.01,13888.39,13710.01,13834.19,13842.00,13710.00,,13834.19,,,124,1712606.77,49,F1,1,,,,,
2025-12-17,2025-12-17,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,13750.00,13949.99,13750.00,13882.18,13899.00,13740.00,,13882.18,,,101,1398769.96,35,F1,1,,,,,
2025-12-17,2025-12-17,CM,NSE,STK,862,IN0020170158,SGBDEC2513,GB,,,,,2.50%GOLDBONDS2025SR-XIII,13300.00,13300.00,13300.00,13300.00,13300.00,13320.00,,13300.00,,,2,26600.00,1,F1,1,,,,,
2025-12-17,2025-12-17,CM,NSE,STK,2891,IN0020180033,SGBMAY26,GB,,,,,2.50%GOLDBONDS2026SR-I,13925.01,14317.43,13925.01,14317.43,14317.43,14375.98,,14317.44,,,25,350934.80,6,F1,1,,,,,
2025-12-17,2025-12-17,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,14000.01,14030.00,14000.00,14015.00,14000.00,14500.00,,14020.56,,,30,420180.20,8,F1,1,,,,,
