date,open,high,low,close,volume
2025-05-07,142.2,146.95,142.2,146.0,34674594.0
2025-05-08,146.0,146.66,142.85,143.67,29687927.0
2025-05-09,140.99,143.27,140.51,142.78,21875453.0
2025-05-12,145.61,151.95,144.5,151.63,47087413.0
2025-05-13,152.0,152.99,149.01,149.43,54389876.0
2025-05-14,151.0,157.15,151.0,155.31,60002060.0
2025-05-15,155.5,157.84,154.3,157.35,57066105.0
2025-05-16,157.35,158.15,157.0,157.55,22884754.0
2025-05-19,158.0,158.14,156.13,157.57,21839582.0
2025-05-20,158.35,162.1,158.0,158.69,58061639.0
2025-05-21,159.45,161.85,158.53,161.64,36044599.0
2025-05-22,160.98,163.6,160.36,161.29,60715453.0
2025-05-23,161.6,163.53,161.5,162.97,29483665.0
2025-05-26,163.1,165.55,162.05,162.51,25581584.0
2025-05-27,162.51,163.9,160.62,161.66,23296776.0
2025-05-28,162.4,162.69,160.65,161.24,13044476.0
2025-05-29,162.19,163.95,161.5,163.12,26455081.0
2025-05-30,163.11,163.89,160.51,161.02,32739340.0
2025-06-02,159.0,160.12,157.3,159.04,31365564.0
2025-06-03,159.04,160.65,157.17,157.35,28398746.0
2025-06-04,157.5,158.98,156.81,158.18,16660138.0
2025-06-05,158.86,159.09,157.05,157.97,23708504.0
2025-06-06,155.7,157.88,154.25,157.49,25804151.0
2025-06-09,157.69,158.2,156.82,157.32,15315437.0
2025-06-10,158.0,159.3,155.5,155.68,22764080.0
2025-06-11,156.45,157.53,155.31,156.41,17605668.0
2025-06-12,156.0,156.26,151.85,152.89,27846151.0
2025-06-13,149.8,152.5,149.8,152.13,24277592.0
2025-06-16,152.01,154.5,150.84,154.17,16188193.0
2025-06-17,153.81,154.89,152.35,152.6,16740382.0
2025-06-18,152.2,153.2,150.8,152.11,14860746.0
2025-06-19,152.0,152.45,150.5,151.0,20145922.0
2025-06-20,150.75,153.17,150.63,151.97,29944714.0
2025-06-23,150.5,153.3,150.48,152.43,17096676.0
2025-06-24,153.8,156.97,153.64,154.79,25403324.0
2025-06-25,155.9,156.9,155.51,156.39,18240433.0
2025-06-26,156.87,161.1,156.45,160.54,40650557.0
2025-06-27,161.0,163.3,160.7,161.45,31989509.0
