TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-11-07,2025-11-07,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,12450.00,12500.00,12400.00,12416.34,12432.00,12401.24,,12446.63,,,373,4645256.11,65,F1,1,,,,,
2025-11-07,2025-11-07,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,12477.99,12524.99,12461.11,12475.62,12475.00,12455.15,,12475.62,,,199,2487154.37,48,F1,1,,,,,
2025-11-07,2025-11-07,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,12500.00,12584.95,12431.03,12462.21,12459.99,12545.84,,12451.95,,,394,4931620.68,89,F1,1,,,,,
2025-11-07,2025-11-07,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,12481.02,12589.99,12481.02,12491.51,12481.02,12481.01,,12491.51,,,31,387620.31,13,F1,1,,,,,
2025-11-07,2025-11-07,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,12467.00,12579.99,12456.51,12500.00,12500.00,12467.22,,12495.82,,,218,2726838.96,59,F1,1,,,,,
2025-11-07,2025-11-07,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,12500.01,12575.00,12428.01,12450.91,12451.00,12513.23,,12450.91,,,630,7856594.25,132,F1,1,,,,,
2025-11-07,2025-11-07,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,12525.01,12594.98,12390.00,12430.36,12450.00,12546.00,,12428.44,,,979,12190985.36,148,F1,1,,,,,
2025-11-07,2025-11-07,CM,NSE,STK,458,IN0020170091,SGBNOV25,GB,,,,,2.50% GOLDBONDS2025SR-VII,12061.18,12410.01,12061.18,12260.00,12410.01,12001.17,,12260.00,,,12,145131.81,4,F1,1,,,,,
2025-11-07,2025-11-07,CM,NSE,STK,623,IN0020170125,SGBDEC25,GB,,,,,2.50%GOLDBONDS 2025 SR-X,12201.01,12201.01,12011.12,12200.01,12200.01,12201.01,,12200.01,,,20,243056.75,3,F1,1,,,,,
2025-11-07,2025-11-07,CM,NSE,STK,497,IN0020170109,SGBNOV258,GB,,,,,2.50%GOLDBONDS2025SR-VIII,12011.01,12011.01,12011.01,12011.01,12011.01,11902.42,,12011.01,,,2,24022.02,1,F1,1,,,,,
