date,equity
2025-07-22,25089.4
2025-07-22,26069.9
2025-07-28,25868.7
2025-07-28,25739.9
2025-07-29,26012.2
2025-08-06,25834.0
2025-07-31,25413.52
2025-08-11,25957.920000000002
2025-08-12,26235.120000000003
2025-08-12,25970.120000000003
2025-08-07,25593.22
2025-08-22,25536.22
2025-08-20,25823.620000000003
2025-08-26,25338.870000000003
2025-08-29,25098.870000000003
2025-08-26,24696.870000000003
2025-08-28,24202.770000000004
2025-09-08,24247.170000000006
2025-09-10,24272.370000000006
2025-09-10,24718.370000000006
2025-09-12,24702.370000000006
2025-09-12,24945.370000000006
2025-09-23,24674.170000000006
2025-09-25,24672.170000000006
2025-09-25,24357.770000000004
2025-09-25,24107.270000000004
2025-09-26,23782.770000000004
2025-09-29,23384.520000000004
2025-10-07,23552.520000000004
2025-10-10,23529.320000000003
2025-10-10,23544.720000000005
2025-10-13,23884.920000000006
2025-10-14,24259.320000000007
2025-10-20,24455.520000000008
2025-10-27,24528.020000000008
2025-10-27,24445.620000000006
2025-10-27,24438.370000000006
2025-10-29,24585.770000000008
2025-10-30,24280.370000000006
2025-10-30,23830.970000000005
2025-11-11,23556.470000000005
2025-11-11,23797.970000000005
2025-11-14,24126.770000000004
2025-11-14,24258.770000000004
2025-11-11,23835.770000000004
2025-11-21,24085.370000000003
2025-11-26,24245.770000000004
2025-11-24,23759.090000000004
2025-11-28,23878.490000000005
2025-12-01,23948.090000000004
2025-12-05,23743.290000000005
2025-12-08,24241.290000000005
2025-12-09,23777.690000000006
2025-12-12,23991.890000000007
2025-12-15,23731.490000000005
2025-12-19,23711.340000000004
2025-12-22,23580.340000000004
2025-12-18,23278.940000000002
2025-12-29,23007.74
2025-12-30,23137.34
2026-01-02,23104.34
2026-01-05,23426.99
2026-01-06,23659.690000000002
2026-01-12,24181.190000000002
2026-01-13,24181.190000000002
2026-01-19,24090.690000000002
2026-01-20,23934.690000000002
2026-01-08,23451.61
2026-01-22,23164.41
2026-01-21,22681.64
2026-01-29,23021.239999999998
2026-01-27,22610.239999999998
2026-02-04,23099.239999999998
2026-02-05,23119.739999999998
2026-02-06,23364.69
2026-02-10,23682.039999999997
2026-02-12,23979.039999999997
2026-02-18,23938.44
2026-02-19,24047.44
2026-02-16,23574.699999999997
2026-02-23,23909.1
2026-02-26,24288.5
2026-03-02,24141.5
2026-03-05,24365.35
2026-03-06,23879.41
2026-03-11,24299.61
2026-03-04,23840.690000000002
2026-03-09,23347.940000000002
2026-03-13,22913.780000000002
2026-03-13,22436.280000000002
2026-03-09,21944.980000000003
2026-03-12,21466.230000000003
2026-03-12,20972.770000000004
2026-03-16,20475.570000000003
2026-03-13,19976.370000000003
2026-03-20,19511.870000000003
2026-03-19,19011.870000000003
2026-04-01,18807.370000000003
2026-04-01,18754.570000000003
2026-04-01,19114.970000000005
2026-04-07,19247.270000000004
2026-03-23,18782.270000000004
2026-04-10,18832.770000000004
2026-04-16,19817.070000000003
2026-04-20,19917.070000000003
2026-04-21,20902.030000000002
2026-04-23,20932.83
2026-04-27,21034.230000000003
2026-04-30,21599.480000000003
2026-05-06,22343.480000000003
2026-05-06,22340.680000000004
2026-05-06,22586.380000000005
2026-05-06,22461.780000000006
2026-05-06,22791.180000000008
