date,equity
2023-03-16,24628.79
2023-03-17,24463.59
2023-03-17,24387.99
2023-03-17,24187.09
2023-03-17,24675.39
2023-04-19,25169.79
2023-04-20,25196.190000000002
2023-04-10,25944.390000000003
2023-04-20,26055.190000000002
2023-04-21,26223.890000000003
2023-05-11,26903.140000000003
2023-05-18,27040.640000000003
2023-05-22,27450.640000000003
2023-05-23,27591.090000000004
2023-05-23,27809.140000000003
2023-06-09,28232.090000000004
2023-06-16,28761.170000000006
2023-06-13,29483.570000000007
2023-06-15,30031.850000000006
2023-06-21,30327.650000000005
2023-07-11,30996.450000000004
2023-07-12,31298.950000000004
2023-07-14,31522.150000000005
2023-07-17,31521.450000000004
2023-07-21,31589.250000000004
2023-08-09,31564.750000000004
2023-08-10,31620.150000000005
2023-08-11,31335.250000000004
2023-08-14,31332.800000000003
2023-08-22,31209.200000000004
2023-09-07,31138.900000000005
2023-09-08,30868.700000000004
2023-09-11,31013.300000000003
2023-09-12,31256.9
2023-09-21,31434.800000000003
2023-10-09,31520.300000000003
2023-10-10,31509.350000000002
2023-10-11,31473.350000000002
2023-10-12,31327.95
2023-10-23,31022.55
2023-11-07,31081.149999999998
2023-11-08,31103.3
2023-11-09,31523.3
2023-11-10,31677.2
2023-11-23,31935.5
2023-11-28,32656.46
2023-12-04,33081.89
2023-11-30,33676.37
2023-12-12,33917.12
2023-12-26,34236.770000000004
2023-12-27,34690.57000000001
2024-01-01,34552.87000000001
2023-12-19,35279.53000000001
2024-01-10,35408.98000000001
2024-01-17,35316.48000000001
2024-01-25,35595.28000000001
2024-01-25,35458.680000000015
2024-01-23,35035.000000000015
2024-02-09,34814.05000000002
2024-02-16,35088.70000000002
2024-01-30,35837.14000000002
2024-02-23,36201.940000000024
2024-01-31,35790.58000000002
2024-02-27,36117.18000000002
2024-02-02,36843.660000000025
2024-02-21,37447.29000000002
2024-03-11,37828.89000000002
2024-02-26,37353.78000000002
2024-03-14,36888.42000000002
2024-03-13,36394.92000000002
2024-03-27,36250.92000000002
2024-03-15,35751.02000000002
2024-04-10,35746.37000000002
2024-04-15,35820.12000000002
2024-04-16,35810.92000000002
2024-04-10,36513.16000000002
2024-04-29,37040.66000000002
2024-04-15,36547.66000000002
2024-05-14,36864.16000000002
2024-05-15,37416.56000000002
2024-05-09,37131.60000000002
2024-04-23,36636.40000000002
2024-05-23,36544.200000000026
2024-05-30,36791.800000000025
2024-06-05,37380.760000000024
2024-06-12,37838.660000000025
2024-06-04,37363.46000000003
2024-06-21,37573.06000000003
2024-06-04,37120.18000000003
2024-06-05,36635.38000000003
2024-06-05,36225.46000000003
2024-07-04,36200.26000000003
2024-07-04,36644.26000000003
2024-06-28,37296.58000000003
2024-06-26,37940.80000000003
2024-07-22,37927.45000000003
2024-07-25,38412.75000000004
2024-07-19,38878.83000000004
2024-07-25,38467.63000000004
2024-08-05,38636.83000000004
2024-08-19,38822.23000000004
2024-08-20,39008.83000000004
2024-08-23,39149.83000000004
2024-08-05,38692.25000000004
2024-09-04,38643.65000000004
2024-09-04,38812.25000000004
2024-09-16,39134.80000000004
2024-09-17,39079.00000000004
2024-09-20,39079.00000000004
2024-10-04,38991.100000000035
2024-10-04,39001.30000000003
2024-10-16,38956.40000000003
2024-10-17,38865.50000000003
2024-10-07,38600.14000000003
2024-10-28,38100.160000000025
2024-11-04,38282.010000000024
2024-11-04,38032.71000000002
2024-11-11,37553.91000000002
2024-11-05,37074.63000000002
2024-11-21,36637.91000000002
2024-12-05,36564.51000000002
2024-12-05,36802.06000000002
2024-11-21,36326.48000000002
2024-12-12,36961.680000000015
2024-12-19,37237.98000000002
2024-12-19,37438.88000000002
2024-12-23,36960.84000000002
2024-12-20,36528.540000000015
2024-12-18,36274.62000000002
2025-01-10,35802.10000000002
2025-01-13,35313.80000000002
2025-01-20,34963.55000000002
2025-01-20,34841.30000000002
2025-01-13,34438.900000000016
2025-02-07,34404.500000000015
2025-01-21,33905.51000000002
2025-02-10,34133.06000000002
2025-02-18,34326.11000000002
2025-02-18,34459.760000000024
2025-02-18,34282.96000000002
2025-03-12,34337.41000000002
2025-02-27,33919.14000000002
2025-03-21,34209.24000000002
2025-03-11,33775.92000000002
2025-03-24,34269.42000000002
2025-04-01,33850.02000000002
2025-04-04,33466.20000000002
2025-04-04,32977.86000000002
2025-04-07,32629.080000000024
2025-04-07,32185.120000000024
2025-05-07,32612.020000000026
2025-05-08,32909.42000000003
2025-04-30,33626.270000000026
2025-05-02,34316.270000000026
2025-04-29,35058.11000000002
2025-05-28,35141.31000000002
2025-05-29,35239.31000000002
2025-05-30,35396.81000000002
2025-06-05,35468.21000000002
2025-06-06,35357.21000000002
2025-06-25,35462.510000000024
2025-06-26,35379.31000000003
2025-06-27,35555.81000000003
2025-07-04,35985.410000000025
2025-07-07,36241.910000000025
2025-07-23,36091.910000000025
2025-07-24,35928.71000000003
2025-07-25,35989.910000000025
2025-08-01,35610.29000000002
2025-08-04,35276.090000000026
2025-08-21,35396.190000000024
2025-08-22,35827.39000000002
2025-08-25,35871.79000000002
2025-09-02,35772.99000000002
2025-09-03,35592.19000000002
2025-09-22,35748.99000000002
2025-09-22,35974.49000000002
2025-09-23,35743.79000000002
2025-09-26,36368.99000000002
2025-09-23,35928.99000000002
2025-10-23,35938.09000000002
2025-10-23,36118.09000000002
2025-10-24,36303.69000000002
2025-10-24,36244.49000000002
2025-10-28,36258.49000000002
2025-11-24,36322.49000000002
2025-11-24,36472.99000000002
2025-11-25,36238.09000000002
2025-11-25,36028.290000000015
2025-11-26,36313.59000000002
2025-12-23,36257.69000000002
2025-12-23,36435.69000000002
2025-12-23,36359.69000000002
2025-12-24,36249.69000000002
2025-12-24,35961.890000000014
2026-01-19,35464.37000000002
2026-01-23,35363.87000000002
2026-01-23,35753.37000000002
2026-01-23,35660.070000000014
2026-01-16,35178.150000000016
2026-02-16,35329.650000000016
2026-01-27,34875.570000000014
2026-02-24,34988.070000000014
2026-02-24,35042.27000000001
2026-02-02,34566.27000000001
2026-02-04,35225.750000000015
2026-03-02,35264.750000000015
2026-03-02,34889.63000000001
2026-02-24,34421.15000000001
2026-03-09,34012.990000000005
2026-03-04,33732.590000000004
2026-03-27,33833.39000000001
2026-03-13,33351.23
2026-03-09,32934.33
2026-04-06,33000.48
2026-04-02,32507.680000000004
2026-03-20,32048.800000000003
2026-04-10,32745.280000000002
2026-04-07,33458.44
2026-04-20,34178.44
2026-05-05,34234.090000000004
2026-04-27,34978.350000000006
2026-05-06,35277.350000000006
2026-04-30,36010.670000000006
2026-05-06,35971.87
2026-05-06,35752.12
2026-05-06,35625.37
