date,equity
2026-02-27,29607.6
2026-02-24,29008.399999999998
2026-02-27,28766.899999999998
2026-02-27,29079.449999999997
2026-02-25,29819.249999999996
2026-03-04,29351.249999999996
2026-03-02,28777.049999999996
2026-03-04,28180.889999999996
2026-03-06,27736.739999999994
2026-03-06,27167.939999999995
2026-03-05,28007.349999999995
2026-03-09,27418.699999999993
2026-03-09,26922.499999999993
2026-03-09,26325.199999999993
2026-03-10,27210.419999999995
2026-03-12,28099.169999999995
2026-03-12,27499.229999999996
2026-03-12,26910.509999999995
2026-03-13,26417.759999999995
2026-03-16,26358.359999999993
2026-03-18,26188.359999999993
2026-03-13,25591.719999999994
2026-03-13,24996.719999999994
2026-03-19,25000.519999999993
2026-03-17,25898.679999999993
2026-03-19,25822.27999999999
2026-03-20,25530.179999999993
2026-03-19,24952.579999999994
2026-03-20,25844.899999999994
2026-03-25,26495.739999999994
2026-03-24,25906.639999999996
2026-03-23,25385.389999999996
2026-03-27,25654.489999999994
2026-03-27,25477.489999999994
2026-03-30,24883.249999999993
2026-03-30,24307.249999999993
2026-04-02,24454.649999999994
2026-04-02,24006.449999999993
2026-04-06,24885.569999999992
2026-04-07,25785.36999999999
2026-04-06,25193.769999999993
2026-04-09,25408.169999999995
2026-04-08,26147.089999999993
2026-04-10,26429.089999999993
2026-04-10,25871.499999999993
2026-04-10,26748.999999999993
2026-04-15,27611.999999999993
2026-04-16,27135.269999999993
2026-04-16,28026.269999999993
2026-04-16,28894.539999999994
2026-04-20,29175.539999999994
2026-04-21,28837.439999999995
2026-04-22,28902.039999999994
2026-04-20,29766.219999999994
2026-04-23,29914.569999999992
2026-04-27,29947.86999999999
2026-04-27,30193.86999999999
2026-04-27,29618.46999999999
2026-04-28,30516.56999999999
2026-04-27,29922.56999999999
2026-04-30,30775.94999999999
2026-05-05,30193.19999999999
2026-05-05,30026.69999999999
2026-04-30,29447.69999999999
2026-05-05,29501.69999999999
2026-05-06,30010.99999999999
2026-05-06,30462.49999999999
2026-05-06,29870.89999999999
