symbol,signal_date,entry_date,exit_date,side,entry_price,exit_price,stop_loss,target_price,quantity,pnl,pnl_pct,holding_days,confidence,score,market_trend,entry_point,avg_volume,macd_crossover,ema_crossover,price_position,bullish_reversal,comments
ADANIPORTS,2026-02-23,2026-02-24,2026-02-27,LONG,1553.7,1521.0,1507.09,1623.62,26,-850.2,-2.1,4,Medium,5,Up,Weak,Good,N/A,Above 200 EMA,RSI(2)=78.6,Bullish reversal,Signal score 5/7
BHARTIARTL,2026-02-23,2026-02-24,2026-02-24,LONG,1997.3,1937.38,1937.38,2087.18,20,-1198.4,-3.0,1,Medium,5,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=58.7,Bullish reversal,Signal score 5/7
BRITANNIA,2026-02-23,2026-02-24,2026-02-27,LONG,6083.0,6002.5,5900.51,6356.73,6,-483.0,-1.32,4,Medium,5,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=59.8,Bullish reversal,Signal score 5/7
COALINDIA,2026-02-23,2026-02-24,2026-02-27,LONG,424.0,430.65,411.28,443.08,98,651.7,1.57,4,Medium,5,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=84.7,Bullish reversal,Signal score 5/7
HEROMOTOCO,2026-02-23,2026-02-24,2026-02-25,LONG,5480.0,5726.6,5315.6,5726.6,7,1726.2,4.5,2,Medium,5,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=53.0,Bullish reversal,Signal score 5/7
APOLLOHOSP,2026-02-25,2026-02-26,2026-03-04,LONG,7800.0,7566.0,7566.0,8151.0,5,-1170.0,-3.0,4,Medium,5,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=96.5,Bullish reversal,Signal score 5/7
BHARTIARTL,2026-02-25,2026-02-26,2026-03-02,LONG,1914.0,1856.58,1856.58,2000.13,21,-1205.82,-3.0,3,Medium,4,Up,Weak,Good,N/A,Below 200 EMA,RSI(2)=8.1,No reversal,Signal score 4/7
BPCL,2026-02-27,2026-03-02,2026-03-04,LONG,368.0,356.96,356.96,384.56,113,-1247.52,-3.0,2,Medium,4,Up,Weak,Good,N/A,Above 200 EMA,RSI(2)=84.9,No reversal,Signal score 4/7
INDUSINDBK,2026-02-27,2026-03-02,2026-03-06,LONG,939.0,917.85,910.83,981.25,44,-930.6,-2.25,4,Medium,4,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=66.0,No reversal,Signal score 4/7
SBIN,2026-02-27,2026-03-02,2026-03-06,LONG,1185.0,1149.45,1149.45,1238.32,35,-1244.25,-3.0,4,Medium,4,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=29.0,No reversal,Signal score 4/7
ADANIPORTS,2026-03-02,2026-03-04,2026-03-05,LONG,1435.0,1499.57,1391.95,1499.57,29,1872.53,4.5,2,High,7,Up,Good,Good,N/A,Above 200 EMA,RSI(2)=9.1,Bullish reversal,Signal score 7/7
