date,equity
2025-07-25,24778.15
2025-07-24,24543.65
2025-07-28,24325.4
2025-07-30,24348.800000000003
2025-07-25,24145.040000000005
2025-08-07,23897.040000000005
2025-08-11,23787.040000000005
2025-08-11,24059.240000000005
2025-08-12,23932.040000000005
2025-08-14,24233.440000000006
2025-08-22,24204.940000000006
2025-08-26,23972.260000000006
2025-08-29,23855.260000000006
2025-09-02,23851.850000000006
2025-08-26,23652.010000000006
2025-09-08,23666.810000000005
2025-09-10,23679.410000000003
2025-09-10,23588.810000000005
2025-09-12,23580.810000000005
2025-09-04,23391.810000000005
2025-09-18,23460.610000000004
2025-09-23,23370.210000000003
2025-09-24,23179.460000000003
2025-09-25,23178.460000000003
2025-09-29,23258.860000000004
2025-10-03,23428.960000000003
2025-09-29,23296.210000000003
2025-09-29,23050.350000000002
2025-10-10,23039.15
2025-10-14,23226.350000000002
2025-10-14,23235.15
2025-10-15,23667.9
2025-10-17,23767.100000000002
2025-10-27,23725.9
2025-10-29,23800.300000000003
2025-10-29,24025.300000000003
2025-10-30,23950.600000000002
2025-10-23,23709.100000000002
2025-11-06,23465.680000000004
2025-10-30,23273.080000000005
2025-11-13,23417.080000000005
2025-11-04,23172.780000000006
2025-11-14,23337.180000000008
2025-11-11,23125.680000000008
2025-11-19,23307.280000000006
2025-11-20,23340.280000000006
2025-11-25,23444.380000000005
2025-11-27,23583.580000000005
2025-11-24,23348.180000000004
2025-12-03,23236.380000000005
2025-12-04,23241.180000000004
2025-12-08,23490.180000000004
2025-12-08,23244.060000000005
2025-12-11,23366.460000000006
2025-12-17,23332.260000000006
2025-12-18,23435.160000000007
2025-12-22,23318.760000000006
2025-12-22,23393.510000000006
2025-12-26,23395.010000000006
2026-01-02,23378.510000000006
2026-01-02,23431.710000000006
2026-01-06,23598.110000000008
2026-01-06,23705.51000000001
2026-01-09,23548.91000000001
2026-01-19,23641.310000000012
2026-01-12,23417.810000000012
2026-01-08,23176.27000000001
2026-01-13,22988.380000000012
2026-01-23,23060.380000000012
2026-01-27,23183.68000000001
2026-01-21,22952.79000000001
2026-01-29,23122.59000000001
2026-01-27,22985.59000000001
2026-02-04,22828.09000000001
2026-01-29,23321.29000000001
2026-02-10,23465.54000000001
2026-01-28,23227.54000000001
2026-01-30,23021.80000000001
2026-02-12,23164.80000000001
2026-02-12,23336.00000000001
2026-02-04,23169.00000000001
2026-02-18,23151.60000000001
2026-02-16,22915.23000000001
2026-02-25,22958.48000000001
2026-02-26,23121.08000000001
2026-02-27,23286.83000000001
2026-03-02,23330.83000000001
2026-03-05,23439.73000000001
2026-03-04,23243.05000000001
2026-03-16,23374.80000000001
2026-03-16,23517.20000000001
2026-03-09,23279.95000000001
2026-03-13,23062.87000000001
2026-03-13,22824.12000000001
2026-03-12,22599.82000000001
2026-03-16,22351.220000000012
2026-03-20,22118.970000000012
2026-03-19,21868.970000000012
2026-04-01,21842.57000000001
2026-04-01,22019.37000000001
2026-03-23,21815.18000000001
2026-04-07,21878.18000000001
2026-03-23,21645.68000000001
2026-04-13,21952.580000000013
2026-04-16,22435.080000000013
2026-04-20,22485.080000000013
2026-04-21,22959.320000000014
2026-04-23,22974.720000000016
2026-04-28,22845.470000000016
2026-04-30,23120.020000000015
2026-05-06,23118.620000000014
2026-04-24,22896.620000000014
2026-05-06,23013.620000000014
2026-05-05,22791.420000000013
2026-05-06,22889.620000000014
2026-05-06,22999.420000000013
