date,equity
2026-03-05,25678.6
2026-03-02,25195.079999999998
2026-03-02,24710.129999999997
2026-03-04,24221.729999999996
2026-03-02,23730.849999999995
2026-03-12,23267.729999999996
2026-03-16,23153.729999999996
2026-03-16,23038.679999999997
2026-03-16,22898.279999999995
2026-03-09,22588.959999999995
2026-03-13,22105.359999999997
2026-03-16,21613.26
2026-03-23,21126.42
2026-03-27,20859.92
2026-03-23,20375.519999999997
2026-03-27,20176.519999999997
2026-03-24,19679.449999999997
2026-04-01,20667.53
2026-04-08,21646.55
2026-04-02,21348.11
2026-04-01,20860.11
2026-04-02,20364.11
2026-04-15,21252.96
2026-04-07,20982.32
2026-04-16,21711.02
2026-04-16,22043.02
2026-04-21,22136.52
2026-04-15,23133.88
2026-04-27,23748.88
2026-04-28,23434.38
2026-04-28,23145.48
2026-04-28,23412.78
2026-05-05,23518.78
2026-05-06,23591.579999999998
2026-05-06,23584.379999999997
2026-04-30,23121.179999999997
2026-05-04,23882.379999999997
2026-05-06,23722.729999999996
2026-05-06,23758.729999999996
2026-05-06,23897.729999999996
