date,equity
2025-07-30,25046.8
2025-07-25,24639.28
2025-07-30,24593.78
2025-07-25,24310.379999999997
2025-07-30,24376.979999999996
2025-08-08,23922.019999999997
2025-08-11,24466.42
2025-08-07,24089.519999999997
2025-08-14,24692.319999999996
2025-08-14,24484.119999999995
2025-08-20,25475.439999999995
2025-08-13,26185.539999999994
2025-08-28,26751.339999999993
2025-08-26,26266.589999999993
2025-09-01,26088.089999999993
2025-08-29,25602.68999999999
2025-09-04,25817.68999999999
2025-09-04,26426.18999999999
2025-09-12,26410.18999999999
2025-09-15,26376.589999999993
2025-09-08,27374.089999999993
2025-09-18,27332.089999999993
2025-09-19,27735.089999999993
2025-09-22,28101.089999999993
2025-09-26,27611.59999999999
2025-09-29,27792.499999999993
2025-09-29,27361.069999999992
2025-10-03,26912.48999999999
2025-10-07,26818.48999999999
2025-10-13,26868.48999999999
2025-10-14,26732.889999999992
2025-10-14,26750.48999999999
2025-10-17,26953.84999999999
2025-10-21,27526.34999999999
2025-10-28,27598.84999999999
2025-10-29,28048.84999999999
2025-10-29,28149.64999999999
2025-10-24,27758.299999999992
2025-10-31,28731.57999999999
2025-11-04,28453.07999999999
2025-11-12,28250.67999999999
2025-11-13,28949.279999999988
2025-11-14,29262.47999999999
2025-11-17,29458.67999999999
2025-11-19,29397.87999999999
2025-11-26,29443.17999999999
2025-11-27,29949.57999999999
2025-11-25,29465.19999999999
2025-12-01,29682.69999999999
2025-12-03,29625.19999999999
2025-12-09,29702.59999999999
2025-12-10,29329.999999999993
2025-12-11,29527.999999999993
2025-12-15,29573.09999999999
2025-12-17,29448.69999999999
2025-12-23,29586.69999999999
2025-12-24,29576.49999999999
2025-12-26,29549.099999999988
2025-12-30,29331.399999999987
2026-01-01,29011.899999999987
2026-01-07,29214.29999999999
2026-01-08,29792.29999999999
2026-01-09,29479.099999999988
2026-01-13,29347.099999999988
2026-01-16,29236.099999999988
2026-01-22,29340.099999999988
2026-01-23,29248.399999999987
2026-01-21,28770.279999999988
2026-01-21,28400.779999999988
2026-02-02,28570.779999999988
2026-02-05,29391.47999999999
2026-01-27,29031.47999999999
2026-02-06,29276.42999999999
2026-01-29,30262.82999999999
2026-02-10,30342.62999999999
2026-02-02,29881.37999999999
2026-02-03,29436.37999999999
2026-02-04,29004.57999999999
2026-02-17,28917.07999999999
2026-02-12,28432.93999999999
2026-02-19,28516.23999999999
2026-02-16,28043.49999999999
2026-02-13,27551.49999999999
2026-02-26,27773.79999999999
2026-02-27,28068.79999999999
2026-03-02,27921.79999999999
2026-03-02,27452.29999999999
2026-03-02,27042.29999999999
2026-03-13,27828.899999999987
2026-03-09,27332.099999999988
2026-03-17,27397.899999999987
2026-03-17,27277.899999999987
2026-03-06,26789.999999999985
2026-03-13,26341.229999999985
2026-03-13,25896.749999999985
2026-03-30,25812.249999999985
2026-03-30,25697.249999999985
2026-03-23,25208.489999999987
2026-03-23,24718.54999999999
2026-04-01,24271.03999999999
2026-04-08,25268.73999999999
2026-04-10,25896.33999999999
2026-04-17,25959.33999999999
2026-04-20,25793.23999999999
2026-04-16,26777.53999999999
2026-04-23,27601.03999999999
2026-04-28,28204.78999999999
2026-04-30,28388.78999999999
2026-05-04,28592.78999999999
2026-04-30,29569.14999999999
2026-05-06,29515.64999999999
2026-05-06,29554.14999999999
2026-05-06,29883.549999999992
2026-05-06,29943.999999999993
2026-05-06,30299.999999999993
