date,equity
2026-02-11,25743.04
2026-03-09,25413.34
2026-03-02,24930.25
2026-03-09,24508.85
2026-03-04,24046.289999999997
2026-03-09,23570.69
2026-04-02,23110.129999999997
2026-03-13,22847.949999999997
2026-03-17,22352.429999999997
2026-04-10,22434.429999999997
2026-03-23,21989.079999999998
2026-04-16,22640.239999999998
2026-04-02,22210.64
2026-04-24,22410.239999999998
2026-05-06,22505.239999999998
2026-05-06,22638.739999999998
2026-04-30,22201.3
2026-05-06,22767.37
2026-05-06,22641.77
2026-05-06,22932.47
