symbol,signal_date,entry_date,exit_date,side,entry_price,exit_price,stop_loss,target_price,quantity,pnl,pnl_pct,holding_days,confidence,score,market_trend,entry_point,avg_volume,macd_crossover,ema_crossover,price_position,bullish_reversal,comments
ADANIPORTS,2026-02-23,2026-02-24,2026-02-27,LONG,1553.7,1521.0,1507.09,1623.62,8,-261.6,-2.1,4,Medium,5,Up,Weak,Good,N/A,Above 200 EMA,RSI(2)=78.6,Bullish reversal,Signal score 5/7
BHARTIARTL,2026-02-23,2026-02-24,2026-02-24,LONG,1997.3,1937.38,1937.38,2087.18,6,-359.52,-3.0,1,Medium,5,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=58.7,Bullish reversal,Signal score 5/7
BRITANNIA,2026-02-23,2026-02-24,2026-02-27,LONG,6083.0,6002.5,5900.51,6356.73,2,-161.0,-1.32,4,Medium,5,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=59.8,Bullish reversal,Signal score 5/7
COALINDIA,2026-02-23,2026-02-24,2026-02-27,LONG,424.0,430.65,411.28,443.08,29,192.85,1.57,4,Medium,5,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=84.7,Bullish reversal,Signal score 5/7
HEROMOTOCO,2026-02-23,2026-02-24,2026-02-25,LONG,5480.0,5726.6,5315.6,5726.6,2,493.2,4.5,2,Medium,5,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=53.0,Bullish reversal,Signal score 5/7
APOLLOHOSP,2026-02-25,2026-02-26,2026-03-04,LONG,7800.0,7566.0,7566.0,8151.0,1,-234.0,-3.0,4,Medium,5,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=96.5,Bullish reversal,Signal score 5/7
BHARTIARTL,2026-02-25,2026-02-26,2026-03-02,LONG,1914.0,1856.58,1856.58,2000.13,6,-344.52,-3.0,3,Medium,4,Up,Weak,Good,N/A,Below 200 EMA,RSI(2)=8.1,No reversal,Signal score 4/7
BPCL,2026-02-27,2026-03-02,2026-03-04,LONG,368.0,356.96,356.96,384.56,33,-364.32,-3.0,2,Medium,4,Up,Weak,Good,N/A,Above 200 EMA,RSI(2)=84.9,No reversal,Signal score 4/7
INDUSINDBK,2026-02-27,2026-03-02,2026-03-06,LONG,939.0,917.85,910.83,981.25,13,-274.95,-2.25,4,Medium,4,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=66.0,No reversal,Signal score 4/7
SBIN,2026-02-27,2026-03-02,2026-03-06,LONG,1185.0,1149.45,1149.45,1238.32,10,-355.5,-3.0,4,Medium,4,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=29.0,No reversal,Signal score 4/7
ADANIPORTS,2026-03-02,2026-03-04,2026-03-05,LONG,1435.0,1499.57,1391.95,1499.57,8,516.56,4.5,2,High,7,Up,Good,Good,N/A,Above 200 EMA,RSI(2)=9.1,Bullish reversal,Signal score 7/7
LT,2026-03-04,2026-03-05,2026-03-09,LONG,3924.2,3806.47,3806.47,4100.8,3,-353.19,-3.0,3,High,7,Up,Good,Good,N/A,Above 200 EMA,RSI(2)=1.3,Bullish reversal,Signal score 7/7
HEROMOTOCO,2026-03-04,2026-03-05,2026-03-09,LONG,5513.5,5348.1,5348.1,5761.6,2,-330.8,-3.0,3,Medium,5,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=11.4,Bullish reversal,Signal score 5/7
BPCL,2026-03-05,2026-03-06,2026-03-09,LONG,362.05,351.19,351.19,378.34,34,-369.24,-3.0,2,Medium,5,Up,Weak,Good,N/A,Above 200 EMA,RSI(2)=27.6,Bullish reversal,Signal score 5/7
ADANIPORTS,2026-03-06,2026-03-09,2026-03-10,LONG,1405.0,1468.23,1362.85,1468.23,8,505.84,4.5,2,Medium,4,Up,Weak,Good,N/A,Above 200 EMA,RSI(2)=45.8,No reversal,Signal score 4/7
COALINDIA,2026-03-06,2026-03-09,2026-03-12,LONG,439.0,458.75,425.83,458.75,28,553.0,4.5,4,Medium,4,Up,Weak,Good,N/A,Above 200 EMA,RSI(2)=49.2,No reversal,Signal score 4/7
SBIN,2026-03-09,2026-03-10,2026-03-12,LONG,1111.1,1077.77,1077.77,1161.09,11,-366.63,-3.0,3,High,7,Up,Good,Good,N/A,Above 200 EMA,RSI(2)=0.3,Bullish reversal,Signal score 7/7
INDUSINDBK,2026-03-09,2026-03-10,2026-03-12,LONG,892.0,865.24,865.24,932.14,14,-374.64,-3.0,3,Medium,5,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=5.6,No reversal,Signal score 5/7
ONGC,2026-03-09,2026-03-10,2026-03-13,LONG,270.85,264.1,262.72,283.05,46,-310.5,-2.49,4,Medium,4,Up,Weak,Good,N/A,Above 200 EMA,RSI(2)=14.5,No reversal,Signal score 4/7
POWERGRID,2026-03-10,2026-03-11,2026-03-16,LONG,298.65,297.75,289.69,312.09,41,-36.9,-0.3,4,Medium,5,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=63.7,Bullish reversal,Signal score 5/7
APOLLOHOSP,2026-03-12,2026-03-13,2026-03-18,LONG,7556.0,7471.0,7329.32,7896.02,1,-85.0,-1.12,4,Medium,5,Up,Weak,Good,N/A,Above 200 EMA,RSI(2)=8.6,No reversal,Signal score 5/7
BEL,2026-03-12,2026-03-13,2026-03-13,LONG,451.9,438.34,438.34,472.24,27,-366.12,-3.0,1,Medium,5,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=27.5,Bullish reversal,Signal score 5/7
JSWSTEEL,2026-03-12,2026-03-13,2026-03-13,LONG,1166.7,1131.7,1131.7,1219.2,10,-350.0,-3.0,1,Medium,5,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=17.6,Bullish reversal,Signal score 5/7
SBIN,2026-03-13,2026-03-16,2026-03-19,LONG,1048.7,1048.9,1017.24,1095.89,11,2.2,0.02,4,Medium,5,Up,Weak,Good,N/A,Above 200 EMA,RSI(2)=3.3,No reversal,Signal score 5/7
TATASTEEL,2026-03-13,2026-03-16,2026-03-17,LONG,183.0,191.24,177.51,191.24,68,560.32,4.5,2,Medium,5,Up,Weak,Good,N/A,Above 200 EMA,RSI(2)=4.7,No reversal,Signal score 5/7
TITAN,2026-03-13,2026-03-16,2026-03-19,LONG,4057.0,4037.9,3935.29,4239.57,3,-57.3,-0.47,4,Medium,5,Up,Weak,Good,N/A,Above 200 EMA,RSI(2)=9.0,No reversal,Signal score 5/7
BEL,2026-03-16,2026-03-17,2026-03-20,LONG,432.45,426.1,419.48,451.9,28,-177.8,-1.47,4,High,7,Up,Good,Good,N/A,Above 200 EMA,RSI(2)=3.3,Bullish reversal,Signal score 7/7
SHRIRAMFIN,2026-03-17,2026-03-18,2026-03-19,LONG,1013.3,982.9,982.9,1058.9,12,-364.8,-3.0,2,Medium,5,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=49.4,Bullish reversal,Signal score 5/7
TATASTEEL,2026-03-18,2026-03-19,2026-03-20,LONG,190.8,199.38,185.08,199.38,65,557.7,4.5,2,Medium,5,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=78.3,Bullish reversal,Signal score 5/7
APOLLOHOSP,2026-03-19,2026-03-20,2026-03-25,LONG,7231.5,7556.92,7014.55,7556.92,1,325.42,4.5,4,Medium,4,Up,Weak,Low,N/A,Below 200 EMA,RSI(2)=1.2,No reversal,Signal score 4/7
COALINDIA,2026-03-19,2026-03-20,2026-03-24,LONG,456.7,443.0,443.0,477.25,27,-369.9,-3.0,3,Medium,4,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=19.3,No reversal,Signal score 4/7
LT,2026-03-19,2026-03-20,2026-03-23,LONG,3475.0,3370.75,3370.75,3631.38,3,-312.75,-3.0,2,Low,3,Up,Weak,Good,N/A,Below 200 EMA,RSI(2)=22.0,No reversal,Signal score 3/7
HINDALCO,2026-03-20,2026-03-23,2026-03-27,LONG,855.0,866.7,829.35,893.47,14,163.8,1.37,4,Medium,5,Up,Weak,Good,N/A,Above 200 EMA,RSI(2)=6.2,No reversal,Signal score 5/7
BAJAJ-AUTO,2026-03-20,2026-03-23,2026-03-27,LONG,8989.5,8901.0,8719.82,9394.02,1,-88.5,-0.98,4,Medium,4,Up,Weak,Good,N/A,Above 200 EMA,RSI(2)=52.7,No reversal,Signal score 4/7
BEL,2026-03-23,2026-03-24,2026-03-30,LONG,412.5,400.12,400.12,431.07,30,-371.4,-3.0,4,Medium,5,Up,Weak,Low,N/A,Above 200 EMA,RSI(2)=3.8,No reversal,Signal score 5/7
