symbol,signal_date,entry_date,exit_date,side,entry_price,exit_price,stop_loss,target_price,quantity,pnl,pnl_pct,holding_days,confidence,score,market_trend,entry_point,avg_volume,macd_crossover,ema_crossover,price_position,bullish_reversal,comments
HEROMOTOCO,2025-07-16,2025-07-17,2025-07-25,LONG,4437.0,4215.15,4215.15,4880.7,2,-443.7,-5.0,7,High,7,Up,Good,Good,MACD cross,Pullback to 20 EMA,RSI cooling,Bullish reversal,Signal score 7/7
SHRIRAMFIN,2025-07-16,2025-07-17,2025-07-24,LONG,670.0,636.5,636.5,737.0,17,-569.5,-5.0,6,High,7,Up,Good,Good,No MACD cross,Pullback to 20 EMA,RSI cooling,Bullish reversal,Signal score 7/7
ADANIPORTS,2025-07-16,2025-07-17,2025-07-28,LONG,1455.0,1382.25,1382.25,1600.5,8,-582.0,-5.0,8,Medium,5,Up,Weak,Good,MACD cross,Pullback to 20 EMA,RSI cooling,No reversal,Signal score 5/7
ASIANPAINT,2025-07-16,2025-07-17,2025-07-30,LONG,2404.1,2415.8,2283.89,2644.52,4,46.8,0.49,10,Medium,5,Up,Weak,Low,No MACD cross,Pullback to 20 EMA,RSI cooling,Bullish reversal,Signal score 5/7
BAJAJ-AUTO,2025-07-16,2025-07-17,2025-07-30,LONG,8278.5,8043.5,7864.57,9106.36,1,-235.0,-2.84,10,Medium,5,Up,Weak,Low,No MACD cross,Pullback to 20 EMA,RSI cooling,Bullish reversal,Signal score 5/7
ETERNAL,2025-07-25,2025-07-28,2025-08-07,LONG,310.0,294.5,294.5,341.0,38,-589.0,-5.0,9,Medium,4,Up,Weak,Good,MACD cross,Away from 20 EMA,RSI not in zone,Bullish reversal,Signal score 4/7
BAJAJFINSV,2025-07-28,2025-07-29,2025-08-11,LONG,1977.8,1922.8,1878.91,2175.58,6,-330.0,-2.78,10,Medium,5,Up,Weak,Good,No MACD cross,Pullback to 20 EMA,RSI cooling,No reversal,Signal score 5/7
HEROMOTOCO,2025-07-28,2025-07-29,2025-08-11,LONG,4290.0,4562.2,4075.5,4719.0,2,544.4,6.34,10,Medium,5,Up,Weak,Low,No MACD cross,Pullback to 20 EMA,RSI cooling,Bullish reversal,Signal score 5/7
ASIANPAINT,2025-07-31,2025-08-01,2025-08-14,LONG,2378.0,2528.7,2259.1,2615.8,5,753.5,6.34,10,High,7,Up,Good,Good,No MACD cross,Pullback to 20 EMA,RSI cooling,Bullish reversal,Signal score 7/7
DRREDDY,2025-07-31,2025-08-01,2025-08-06,LONG,1258.0,1195.1,1195.1,1383.8,9,-566.1,-5.0,4,High,7,Up,Good,Good,MACD cross,Pullback to 20 EMA,RSI cooling,Bullish reversal,Signal score 7/7
ICICIBANK,2025-08-07,2025-08-08,2025-08-22,LONG,1445.9,1436.4,1373.61,1590.48,8,-76.0,-0.66,10,Medium,5,Up,Weak,Low,No MACD cross,Pullback to 20 EMA,RSI cooling,Bullish reversal,Signal score 5/7
BRITANNIA,2025-08-07,2025-08-08,2025-08-22,LONG,5479.5,5545.5,5205.52,6027.46,2,132.0,1.2,10,Medium,4,Up,Weak,Good,No MACD cross,Away from 20 EMA,RSI cooling,No reversal,Signal score 4/7
BEL,2025-08-13,2025-08-14,2025-08-26,LONG,387.85,368.46,368.46,426.63,30,-581.7,-5.0,8,Medium,4,Up,Weak,Low,No MACD cross,Pullback to 20 EMA,RSI cooling,No reversal,Signal score 4/7
EICHERMOT,2025-08-13,2025-08-14,2025-08-29,LONG,5710.0,6103.0,5424.5,6281.0,2,786.0,6.88,10,Medium,4,Up,Weak,Low,MACD cross,Pullback to 20 EMA,RSI not in zone,Bullish reversal,Signal score 4/7
APOLLOHOSP,2025-08-14,2025-08-18,2025-09-01,LONG,7850.0,7671.5,7457.5,8635.0,1,-178.5,-2.27,10,Medium,4,Up,Weak,Good,MACD cross,Away from 20 EMA,RSI not in zone,Bullish reversal,Signal score 4/7
ASIANPAINT,2025-08-22,2025-08-25,2025-09-08,LONG,2516.0,2530.8,2390.2,2767.6,4,59.2,0.59,10,Medium,4,Up,Weak,Low,MACD cross,Pullback to 20 EMA,RSI cooling,No reversal,Signal score 4/7
HDFCLIFE,2025-08-26,2025-08-28,2025-09-10,LONG,775.5,777.6,736.72,853.06,15,31.5,0.27,10,Medium,5,Up,Weak,Good,MACD cross,Pullback to 20 EMA,RSI cooling,No reversal,Signal score 5/7
BAJAJ-AUTO,2025-08-26,2025-08-28,2025-09-10,LONG,8798.0,9244.0,8358.1,9677.8,1,446.0,5.07,10,Medium,4,Up,Weak,Good,MACD cross,Pullback to 20 EMA,RSI not in zone,No reversal,Signal score 4/7
JIOFIN,2025-08-29,2025-09-01,2025-09-12,LONG,311.7,311.2,296.11,342.88,38,-19.0,-0.16,10,Medium,4,Up,Weak,Good,No MACD cross,Away from 20 EMA,RSI cooling,No reversal,Signal score 4/7
M&M,2025-09-01,2025-09-02,2025-09-08,LONG,3325.0,3657.5,3158.75,3657.5,3,997.5,10.0,5,High,7,Up,Good,Good,No MACD cross,Pullback to 20 EMA,RSI cooling,Bullish reversal,Signal score 7/7
ASIANPAINT,2025-09-09,2025-09-10,2025-09-23,LONG,2537.3,2446.9,2410.43,2791.04,4,-361.6,-3.56,10,Medium,5,Up,Weak,Low,No MACD cross,Pullback to 20 EMA,RSI cooling,Bullish reversal,Signal score 5/7
TATAMOTORS,2025-09-10,2025-09-11,2025-09-24,LONG,710.2,682.95,674.69,781.22,16,-436.0,-3.84,10,Medium,4,Up,Weak,Low,MACD cross,Pullback to 20 EMA,RSI cooling,No reversal,Signal score 4/7
BAJAJFINSV,2025-09-11,2025-09-12,2025-09-25,LONG,2036.1,2035.6,1934.29,2239.72,5,-2.5,-0.02,10,Medium,4,Up,Weak,Low,MACD cross,Pullback to 20 EMA,RSI not in zone,Bullish reversal,Signal score 4/7
CIPLA,2025-09-11,2025-09-12,2025-09-25,LONG,1562.1,1509.7,1483.99,1718.32,7,-366.8,-3.35,10,Medium,4,Up,Weak,Low,No MACD cross,Pullback to 20 EMA,RSI cooling,No reversal,Signal score 4/7
BAJAJ-AUTO,2025-09-12,2025-09-15,2025-09-26,LONG,9026.5,8702.0,8575.17,9929.16,1,-324.5,-3.59,10,Medium,4,Up,Weak,Low,MACD cross,Pullback to 20 EMA,RSI cooling,No reversal,Signal score 4/7
ADANIENT,2025-09-23,2025-09-24,2025-09-29,LONG,2655.0,2522.25,2522.25,2920.5,4,-531.0,-5.0,4,Medium,4,Up,Weak,Good,MACD cross,Away from 20 EMA,RSI not in zone,Bullish reversal,Signal score 4/7
ASIANPAINT,2025-09-24,2025-09-25,2025-09-29,LONG,2458.5,2335.57,2335.57,2704.36,4,-491.72,-5.0,3,Medium,4,Up,Weak,Low,No MACD cross,Pullback to 20 EMA,RSI cooling,No reversal,Signal score 4/7
NTPC,2025-09-25,2025-09-26,2025-10-10,LONG,340.5,339.7,323.47,374.56,35,-28.0,-0.23,10,Medium,5,Up,Weak,Good,MACD cross,Pullback to 20 EMA,RSI cooling,No reversal,Signal score 5/7
TATAMOTORS,2025-09-25,2025-09-26,2025-10-03,LONG,666.0,732.6,632.7,732.6,18,1198.8,10.0,5,Medium,5,Up,Weak,Good,No MACD cross,Away from 20 EMA,RSI cooling,Bullish reversal,Signal score 5/7
CIPLA,2025-09-26,2025-09-29,2025-10-13,LONG,1506.9,1563.6,1431.56,1657.58,7,396.9,3.76,10,Medium,5,Up,Weak,Good,No MACD cross,Away from 20 EMA,RSI cooling,Bullish reversal,Signal score 5/7
AXISBANK,2025-09-29,2025-09-30,2025-10-14,LONG,1130.0,1176.8,1073.5,1243.0,10,468.0,4.14,10,Medium,5,Up,Weak,Good,MACD cross,Pullback to 20 EMA,RSI cooling,No reversal,Signal score 5/7
BAJAJ-AUTO,2025-09-29,2025-09-30,2025-10-14,LONG,8721.0,9102.5,8284.95,9593.1,1,381.5,4.37,10,Medium,4,Up,Weak,Low,No MACD cross,Pullback to 20 EMA,RSI cooling,No reversal,Signal score 4/7
APOLLOHOSP,2025-10-03,2025-10-06,2025-10-17,LONG,7550.0,7901.5,7172.5,8305.0,1,351.5,4.66,10,Medium,5,Up,Weak,Good,No MACD cross,Pullback to 20 EMA,RSI not in zone,Bullish reversal,Signal score 5/7
JSWSTEEL,2025-10-10,2025-10-13,2025-10-27,LONG,1160.9,1150.6,1102.86,1276.98,10,-103.0,-0.89,10,Medium,4,Up,Weak,Low,MACD cross,Pullback to 20 EMA,RSI not in zone,Bullish reversal,Signal score 4/7
BEL,2025-10-13,2025-10-14,2025-10-28,LONG,410.0,413.55,389.5,451.0,29,102.95,0.87,10,Medium,4,Up,Weak,Low,No MACD cross,Pullback to 20 EMA,RSI cooling,No reversal,Signal score 4/7
ADANIPORTS,2025-10-14,2025-10-15,2025-10-29,LONG,1430.0,1454.8,1358.5,1573.0,8,198.4,1.73,10,Medium,4,Up,Weak,Low,MACD cross,Pullback to 20 EMA,RSI cooling,No reversal,Signal score 4/7
BAJAJFINSV,2025-10-14,2025-10-15,2025-10-29,LONG,2024.5,2137.0,1923.27,2226.96,5,562.5,5.56,10,Medium,4,Up,Weak,Low,No MACD cross,Pullback to 20 EMA,RSI cooling,No reversal,Signal score 4/7
ETERNAL,2025-10-17,2025-10-20,2025-10-23,LONG,345.0,327.75,327.75,379.5,34,-586.5,-5.0,3,Medium,5,Up,Weak,Good,MACD cross,Pullback to 20 EMA,RSI cooling,No reversal,Signal score 5/7
HINDALCO,2025-10-23,2025-10-24,2025-11-06,LONG,811.35,770.78,770.78,892.49,14,-567.98,-5.0,9,Medium,5,Up,Weak,Good,MACD cross,Pullback to 20 EMA,RSI not in zone,Bullish reversal,Signal score 5/7
DRREDDY,2025-10-27,2025-10-28,2025-10-30,LONG,1283.9,1219.7,1219.7,1412.3,9,-577.8,-5.0,3,Medium,5,Up,Weak,Low,MACD cross,Pullback to 20 EMA,RSI cooling,Bullish reversal,Signal score 5/7
